tarih,ürün,bölge,satış_temsilcisi,miktar,birim_fiyat,indirim_oranı,toplam_satış
2023-11-21,Headphones,Bursa,Ayşe Demir,17,1741.0379204322574,0.1909210792338034,23946.830388498016
2024-10-25,Monitor,Ankara,Mehmet Kaya,1,943.5931364584575,0.16368503679478047,789.1410591979526
2024-09-04,Monitor,İzmir,Ali Yılmaz,1,1320.3953051226865,0.062005307963023615,1238.5237875956238
2023-10-12,Headphones,Bursa,Ayşe Demir,19,1255.595074458891,0.10096626446661795,21447.624272053745
2023-03-31,Headphones,Ankara,Ayşe Demir,2,558.3543300600111,0.14881123628802184,950.5298638340213
2024-05-15,Mouse,Antalya,Mehmet Kaya,4,864.9947618453785,0.2902741654560742,2455.6365169073424
2024-11-06,Mouse,Antalya,Ali Yılmaz,3,1981.485026901313,0.12378530307342794,5208.618906932623
2023-04-06,Phone,Antalya,Fatma Özkan,17,1375.6973208054794,0.22197262813421234,18195.612906814575
2023-09-30,Laptop,Bursa,Ali Yılmaz,13,1796.270295567591,0.11676050362024892,20624.979325847333
2024-01-31,Headphones,İstanbul,Mehmet Kaya,12,742.0651214023052,0.2870402655379369,6348.750622902553
2024-01-19,Monitor,İzmir,Ayşe Demir,15,212.40460183075632,0.027511244177544324,3098.4163044803445
2024-01-31,Laptop,Bursa,Mehmet Kaya,4,1895.079358619296,0.23438881514136076,5803.5758126146775
2023-02-08,Headphones,Antalya,Ayşe Demir,7,1992.0659219591419,0.01676134640320501,13710.733504882153
2023-06-12,Phone,Antalya,Mehmet Kaya,11,278.28068203383145,0.042897504615850755,2929.774487109614
2023-03-15,Mouse,Bursa,Ali Yılmaz,6,214.008271924245,0.210290739437736,1014.0258850530206
2023-06-19,Laptop,Ankara,Mehmet Kaya,2,208.63012225170453,0.025451314225557575,406.64042290671983
2023-12-05,Headphones,İstanbul,Fatma Özkan,17,1897.1347258985245,0.2958003191468613,22711.348364723515
2023-05-12,Monitor,Bursa,Mehmet Kaya,12,1138.8882869848198,0.12726660277409288,11927.350125132669
2024-06-14,Phone,İzmir,Can Arslan,13,840.1440692237634,0.17144190756150318,9049.40617580425
2024-10-21,Monitor,Antalya,Ali Yılmaz,7,1504.7875145675755,0.1750106295291479,8690.035930348517
2023-07-09,Laptop,Bursa,Ali Yılmaz,1,486.01188511293265,0.2889667618321834,345.57060445989333
2024-07-09,Headphones,Antalya,Can Arslan,15,1787.7290717112387,0.15831033272588996,22570.696313173295
2023-07-22,Monitor,Antalya,Fatma Özkan,3,1406.0516900579628,0.02263036412693078,4122.6966849919945
2023-02-16,Laptop,İstanbul,Ali Yılmaz,3,1807.2581204574285,0.013633914102437361,5347.854355446539
2023-01-12,Mouse,Bursa,Fatma Özkan,8,380.8758125963528,0.19405450850061715,2455.721151865555
2024-10-09,Mouse,Bursa,Ayşe Demir,5,1950.0698749490246,0.2958632233438809,6865.579580004037
2024-05-16,Phone,İstanbul,Ali Yılmaz,1,851.8531057007632,0.18083456460698955,697.8086202222538
2024-07-11,Keyboard,Antalya,Ayşe Demir,19,1465.1530413573018,0.18402455878073695,22715.04908813012
2024-03-25,Mouse,Ankara,Mehmet Kaya,13,371.42680921715186,0.12337653497561071,4232.818934485602
2024-01-09,Laptop,Ankara,Ali Yılmaz,11,1208.5548949366635,0.11426725698930645,11775.023063883766
2024-11-19,Headphones,İstanbul,Ayşe Demir,9,858.8980295584471,0.08202212157921186,7096.0445185847275
2024-06-01,Monitor,İstanbul,Can Arslan,5,1993.4418322941156,0.16662951168078824,8306.377966074459
2024-07-18,Headphones,Ankara,Ayşe Demir,19,532.3287983992354,0.13516324059302806,8747.172745985437
2023-01-01,Keyboard,Antalya,Can Arslan,4,495.8534707317523,0.201510205321757,1583.7357441403642
2023-02-03,Monitor,Ankara,Ayşe Demir,2,978.6108587385777,0.24941144701875034,1469.0682167846544
2023-11-02,Monitor,İstanbul,Fatma Özkan,5,222.39603556301083,0.23754535184088987,847.8344552358817
2024-02-05,Phone,Antalya,Can Arslan,14,1422.955547793486,0.06388924845267321,18648.615821687574
2024-02-26,Monitor,Ankara,Ayşe Demir,2,1291.456427163451,0.1664446825626677,2153.0007442014266
2024-03-10,Phone,Ankara,Fatma Özkan,6,929.2753724614037,0.2731413835209819,4052.7108693319205
2024-06-25,Phone,Ankara,Mehmet Kaya,17,1901.5652161324022,0.04412204427871138,30900.292614944967
2023-07-03,Laptop,Ankara,Ali Yılmaz,5,1961.0635218066802,0.14778542819786086,8356.234547566375
2023-07-24,Tablet,İzmir,Mehmet Kaya,16,716.0482603902628,0.16117902501422102,9610.180798678899
2024-10-24,Phone,İzmir,Fatma Özkan,8,1408.177859142804,0.12349836430725843,9874.161575079765
2023-07-14,Keyboard,Antalya,Ayşe Demir,19,129.69380171963377,0.05068051892164936,2339.2961984036633
2024-08-26,Mouse,Antalya,Can Arslan,6,285.23994864617157,0.13823363040981773,1474.8611700414078
2023-12-12,Tablet,Ankara,Ali Yılmaz,14,693.6940509548031,0.0964748294040087,8774.780500225077
2023-09-06,Phone,İstanbul,Mehmet Kaya,16,169.10202171698432,0.08306329444416112,2480.8936111360563
2023-09-14,Laptop,İzmir,Can Arslan,15,1096.3517596752984,0.27721252773222993,11886.43975638046
2024-06-09,Mouse,Bursa,Ayşe Demir,13,171.5656568969208,0.04432172757186801,2131.50041768621
2023-01-07,Keyboard,İzmir,Fatma Özkan,13,1741.0692130957104,0.10624400123793763,20229.18369503505
2023-01-15,Laptop,Antalya,Fatma Özkan,10,1149.731929436731,0.2522129957633793,8597.545951886828
2023-03-27,Mouse,Bursa,Ali Yılmaz,17,718.7073853426075,0.14219098242916683,10480.732494407956
2024-01-29,Keyboard,İstanbul,Can Arslan,18,219.4945617704762,0.16113196254556433,3314.285500757774
2023-02-03,Phone,İstanbul,Fatma Özkan,19,788.6066206050142,0.10123405016157543,13466.682789921779
2024-11-22,Mouse,Ankara,Mehmet Kaya,13,694.1795384977822,0.2801075471279624,6496.549939135717
2024-03-12,Tablet,Antalya,Fatma Özkan,11,221.38086785328056,0.24175946602234302,1846.4594219885942
2024-10-25,Phone,İstanbul,Mehmet Kaya,19,85.57283878530404,0.20908843870992647,1285.930403026463
2023-08-11,Tablet,Ankara,Fatma Özkan,11,1737.7388954932615,0.24512162128478396,14429.596720663558
2024-08-28,Tablet,İzmir,Ali Yılmaz,2,1135.6876413771631,0.17148380684096995,1881.8712025031298
2024-03-10,Headphones,Bursa,Can Arslan,6,1937.588429683257,0.21328574365102448,9145.970643411856
2024-12-24,Laptop,Bursa,Ali Yılmaz,12,273.9318082414469,0.18318601273248977,2685.015990349143
2023-11-16,Tablet,Antalya,Mehmet Kaya,4,675.2522747110529,0.17816492926736963,2219.784003798111
2024-11-20,Mouse,Antalya,Ayşe Demir,12,443.3744015439599,0.20537146436394998,4227.815417248643
2024-08-18,Laptop,Antalya,Ali Yılmaz,17,277.5573250762786,0.14194986031556767,4048.6877263863494
2024-07-03,Phone,İzmir,Ali Yılmaz,5,1669.7078451860718,0.28950807319995375,5931.569720597027
2023-11-30,Headphones,İzmir,Ali Yılmaz,2,403.4044790230373,0.019948880210033246,790.7140227896317
2023-10-23,Tablet,Bursa,Can Arslan,8,1664.4847299961093,0.22515057742959405,10317.800255317947
2023-10-18,Headphones,Antalya,Can Arslan,19,1347.1345803575903,0.1569196274307358,21579.111754267517
2023-05-12,Laptop,Antalya,Ayşe Demir,18,1642.3689069695754,0.13174047257106553,25668.044118528825
2024-06-09,Keyboard,Antalya,Ali Yılmaz,15,1176.0982282669452,0.10660873554551877,15760.738249111218
2024-05-17,Mouse,Antalya,Mehmet Kaya,7,277.95117938130994,0.2819496370840425,1397.080616593676
2024-01-26,Keyboard,Ankara,Fatma Özkan,15,1763.3267749782046,0.1486270879211897,22518.729770395967
2024-04-22,Phone,İzmir,Fatma Özkan,6,1517.1860840757042,0.2120941383730377,7172.398852932627
2024-02-15,Phone,İstanbul,Fatma Özkan,2,1536.7944371943465,0.2630296910285248,2265.143742409524
2023-04-28,Tablet,Antalya,Fatma Özkan,13,298.60289154736574,0.11918618716811018,3419.176168544013
2023-06-06,Headphones,Antalya,Fatma Özkan,12,1555.169862166578,0.0036609216954133546,18593.71808493743
2024-09-18,Keyboard,Bursa,Fatma Özkan,11,1218.1072613157867,0.2480396483427235,10075.652010328311
2023-09-11,Mouse,Ankara,Mehmet Kaya,12,1828.112197243781,0.04173485824291856,21021.79432607594
2023-07-29,Laptop,İstanbul,Fatma Özkan,11,1867.6306508430441,0.16953995507676267,17060.918976190424
2023-11-20,Headphones,Antalya,Ayşe Demir,17,1173.7623023252856,0.18201451391485676,16322.048966071416
2023-02-20,Headphones,İstanbul,Mehmet Kaya,1,270.81418938947274,0.29545235968870037,190.8014980971704
2024-09-13,Monitor,İstanbul,Ali Yılmaz,19,1202.987099702612,0.11970081116103908,20120.78279298693
2023-11-05,Laptop,Ankara,Fatma Özkan,9,272.8212351085911,0.1243513752610883,2150.059853901682
2024-08-24,Keyboard,Ankara,Ayşe Demir,2,1840.9867136316373,0.17612046724097016,3033.5025468848303
2023-06-28,Tablet,İstanbul,Fatma Özkan,6,116.06436248086023,0.09344195133982722,631.3144918178137
2023-10-12,Phone,İzmir,Ayşe Demir,18,1343.8978754325856,0.053410790060925424,22898.146106601576
2023-03-25,Laptop,İstanbul,Fatma Özkan,8,1029.2802701459232,0.17861550519601313,6763.478837644162
2023-05-21,Tablet,İzmir,Mehmet Kaya,19,731.3046481461994,0.1404695485324138,11942.993673247494
2023-11-01,Headphones,Antalya,Mehmet Kaya,18,623.3871244808945,0.21421775993694847,8817.237559819108
2023-07-13,Tablet,Bursa,Ali Yılmaz,18,1019.1733002014355,0.2296068843198722,14132.953694883277
2024-10-05,Laptop,Antalya,Mehmet Kaya,10,577.9521126299298,0.19319986297170472,4662.918436656201
2024-01-15,Laptop,Bursa,Ayşe Demir,7,1334.9016867247951,0.008128797751045047,9268.353786271162
2024-03-18,Phone,Antalya,Ali Yılmaz,15,1160.4148596388256,0.2662381447540509,12772.022403953284
2024-08-26,Phone,Ankara,Mehmet Kaya,14,1226.2349342451103,0.24205504468877578,13011.860154124608
2024-03-27,Monitor,Antalya,Can Arslan,14,621.6380740089759,0.2689007455563359,6362.707854184605
2023-01-07,Mouse,İstanbul,Can Arslan,19,289.4149348422816,0.2629332227625881,4053.0445328629444
2023-10-12,Monitor,Ankara,Ayşe Demir,1,1644.0149453899598,0.10254520550936279,1475.4290949544827
2024-01-21,Keyboard,Bursa,Fatma Özkan,5,723.1246825184874,0.23215035696040207,2776.2551467247154
2023-08-14,Headphones,Bursa,Mehmet Kaya,12,323.2206927445825,0.26054039276937385,2868.103758068638
2024-09-23,Keyboard,İstanbul,Ayşe Demir,19,1049.292428969747,0.22250608326859966,15500.551127529576
2023-08-25,Laptop,İstanbul,Mehmet Kaya,14,1969.5842523719266,0.15770705469080573,23225.53689350941
2023-04-19,Mouse,Antalya,Mehmet Kaya,6,1832.8826727929732,0.03532532486704234,10608.812981600331
2023-12-22,Laptop,Ankara,Ali Yılmaz,5,1320.2697572861352,0.24892254111216047,4958.124271744676
2024-08-21,Headphones,Ankara,Can Arslan,6,1477.7599279951717,0.07521919816847933,8199.62406675519
2024-03-30,Mouse,Antalya,Ali Yılmaz,14,141.58363521135732,0.04988501062682382,1883.2902768995618
2023-12-29,Laptop,İzmir,Can Arslan,4,1553.422554794183,0.020474911606227473,6086.465461190608
2023-10-23,Keyboard,Bursa,Ali Yılmaz,7,1240.2891006655173,0.2847920391173297,6209.452470143899
2023-02-24,Phone,Antalya,Ali Yılmaz,4,1102.6934188709772,0.04860416336747538,4196.391711183729
2023-09-01,Keyboard,İstanbul,Mehmet Kaya,13,351.61067472231065,0.18699976527149723,3716.174294069716
2024-03-25,Headphones,İstanbul,Ali Yılmaz,8,1469.9680745970265,0.14864739486185954,10011.6891982246
2024-09-07,Mouse,İstanbul,Mehmet Kaya,3,201.6424209539663,0.0007018171877334777,604.5027145114939
2024-03-10,Tablet,Ankara,Fatma Özkan,19,663.4632857783513,0.24222907554502834,9552.310560717691
2023-01-17,Mouse,İstanbul,Ali Yılmaz,15,219.07516313125802,0.2874512379011791,2341.5260444366277
2023-12-05,Phone,Antalya,Ali Yılmaz,5,1399.9393008098123,0.2547586954695958,5216.462953994433
2024-06-20,Mouse,İstanbul,Fatma Özkan,15,1401.6916623410032,0.015478741997612998,20699.92858109132
2024-06-21,Phone,Ankara,Ali Yılmaz,7,116.19465824230774,0.20922608017405198,643.1859375277427
2023-05-17,Keyboard,Ankara,Mehmet Kaya,18,1502.8758688344296,0.016464784393942476,26606.36415029781
2024-02-06,Keyboard,Ankara,Ali Yılmaz,14,1212.7262630400035,0.06900265118631091,15806.62910017766
2023-07-07,Headphones,Ankara,Mehmet Kaya,5,1084.0170086380554,0.1323096485244485,4702.95549615315
2023-12-30,Phone,İstanbul,Fatma Özkan,13,1270.4881840521678,0.26579332447085613,12126.411776856015
2024-03-01,Monitor,Ankara,Mehmet Kaya,10,1981.1655610164653,7.125707276537384e-05,19810.243889579237
2023-05-21,Mouse,İzmir,Mehmet Kaya,7,68.49659557557125,0.015805150793168576,471.89797587576464
2024-04-21,Tablet,Antalya,Fatma Özkan,16,1753.6703726633605,0.2952250407597885,19775.08744663338
2023-09-23,Tablet,İstanbul,Fatma Özkan,5,1477.930024010058,0.0010039086128937667,7382.2315866485005
2024-03-04,Tablet,Ankara,Fatma Özkan,18,505.5351145473244,0.012627956890908565,8984.722300451644
2024-12-05,Headphones,İstanbul,Ali Yılmaz,4,475.5950813368751,0.2849883551850676,1360.2240854902825
2023-03-02,Headphones,İzmir,Fatma Özkan,6,1965.5445044061591,0.2652596934394509,8664.988630354705
2023-12-10,Keyboard,Antalya,Ayşe Demir,7,1982.7788209671041,0.06950151041503301,12914.808886636665
2024-10-21,Headphones,Antalya,Mehmet Kaya,13,284.6605859682421,0.014083607144343901,3648.4699953778268
2023-08-06,Laptop,İstanbul,Ayşe Demir,3,1661.1011067982333,0.2402309061389625,3786.1598481709807
2023-02-23,Phone,İstanbul,Ali Yılmaz,3,1214.684441239165,0.15750945025808044,3070.0804879876214
2024-05-04,Keyboard,Ankara,Ayşe Demir,17,350.09701736271734,0.24474993749718532,4494.9835021691015
2023-04-30,Headphones,İstanbul,Ali Yılmaz,4,1181.1681052837318,0.027446051219326462,4594.998819869919
2024-09-08,Keyboard,İzmir,Fatma Özkan,9,136.5344938898117,0.2556580600041023,914.6551505247044
2023-06-19,Laptop,İstanbul,Can Arslan,11,219.62418182724977,0.1225359639212096,2119.835531073048
2023-02-07,Keyboard,Antalya,Ayşe Demir,18,208.04012101991347,0.0660549605849434,3497.364702465412
2024-08-15,Mouse,Antalya,Can Arslan,19,1658.1278835540409,0.10434276237065791,28217.170556583795
2023-02-09,Keyboard,Antalya,Can Arslan,1,1763.3284733925582,0.23922780648207842,1341.4912705954646
2023-06-17,Monitor,İstanbul,Mehmet Kaya,16,1431.3078045943178,0.2511039985091016,17150.411068214413
2023-12-11,Headphones,Ankara,Fatma Özkan,6,418.9820025807615,0.26449113983110506,1848.9898508967415
2024-07-10,Mouse,İstanbul,Mehmet Kaya,10,301.29624157321814,0.10053565627774257,2710.052261926374
2024-10-31,Phone,Ankara,Fatma Özkan,2,1672.6616470175968,0.15224032012825087,2836.030204818781
2023-10-22,Mouse,Antalya,Mehmet Kaya,17,1141.6964090022175,0.034753157034077296,18734.32052505366
2024-11-30,Headphones,İzmir,Mehmet Kaya,7,1105.469828418415,0.28889760115769836,5502.715727852858
2024-02-16,Monitor,Antalya,Can Arslan,4,388.8192768497552,0.23125623256229694,1195.6095829515366
2023-11-20,Keyboard,İstanbul,Fatma Özkan,17,1185.2323973437328,0.10376491708588702,18058.19655039951
2024-04-18,Keyboard,Ankara,Ayşe Demir,14,1948.303489895924,0.2906633565857074,19348.042810251776
2024-11-06,Keyboard,İzmir,Fatma Özkan,12,97.94448709466295,0.006637065458699176,1167.5330774699635
2024-10-07,Phone,İzmir,Mehmet Kaya,2,583.5719992492485,0.29913735004731334,818.0076356640311
2023-04-09,Headphones,İstanbul,Can Arslan,11,480.5007449380828,0.024714313684752808,5154.880486821182
2023-03-25,Tablet,İzmir,Mehmet Kaya,3,1904.1839463883002,0.04531736753427007,5453.674027910894
2024-08-26,Headphones,Antalya,Can Arslan,6,1532.1834529542896,0.13268962871427306,7973.271596757792
2024-05-21,Laptop,Ankara,Fatma Özkan,6,498.41148148761806,0.06393141120752499,2799.2839926844886
2024-06-07,Mouse,Bursa,Mehmet Kaya,8,360.5291896445657,0.061110374782882254,2707.9769259617397
2024-08-27,Headphones,İzmir,Ayşe Demir,7,1271.12962718126,0.03937346330471627,8547.565960149306
2024-11-23,Monitor,Ankara,Mehmet Kaya,14,951.0897169930382,0.00036955054992776626,13310.335377711299
2024-03-30,Laptop,Bursa,Fatma Özkan,4,1138.904711537236,0.06766204273312063,4247.376369105004
2024-12-26,Tablet,Antalya,Can Arslan,2,1605.2402462425168,0.09310858767707213,2911.5571880649613
2024-12-17,Laptop,Antalya,Ayşe Demir,18,985.8807276983908,0.18000616443579112,14551.490147656265
2024-06-27,Keyboard,Antalya,Ali Yılmaz,1,1907.6648441754983,0.27234559589539203,1388.120725419832
2023-08-02,Keyboard,İstanbul,Ali Yılmaz,12,1973.9920568709356,0.042748662870453966,22675.27843107367
2024-08-14,Tablet,Bursa,Fatma Özkan,1,1141.3149327994824,0.0029312542257550977,1137.9694485797966
2023-01-02,Laptop,İstanbul,Ali Yılmaz,13,210.8916421588215,0.24735421406905014,2063.4471748656333
2024-10-27,Tablet,Ankara,Ayşe Demir,14,1401.7281846042279,0.24643221840295992,14788.16077863956
2023-04-16,Phone,Bursa,Ali Yılmaz,8,1291.0389866100916,0.21194271794607034,8139.301398508867
2023-01-09,Tablet,İstanbul,Ali Yılmaz,18,1873.6435398339463,0.2842051387893116,24140.599515967362
2023-11-14,Monitor,İzmir,Mehmet Kaya,16,1117.8051334997856,0.2451893309887481,13499.69985025896
2024-02-14,Phone,İzmir,Ali Yılmaz,10,905.2840721545998,0.2174479679622175,7084.318902360206
2023-01-12,Phone,Bursa,Can Arslan,13,1250.6969427873735,0.09870523134439865,14654.205952201577
2023-12-22,Headphones,Antalya,Can Arslan,19,365.2614610862652,0.00625834178746143,6896.535070398995
2024-12-23,Tablet,Antalya,Ali Yılmaz,3,208.97665462723205,0.12097840833714954,551.0849747124219
2024-03-20,Headphones,İstanbul,Fatma Özkan,17,1743.131385546342,0.2181507209298924,23168.72229093605
2023-01-24,Monitor,Antalya,Fatma Özkan,12,1547.0615817302216,0.15145346456790534,15753.044943327312
2024-07-15,Laptop,İzmir,Ali Yılmaz,4,107.31916922518923,0.11865455095470456,378.3410455677698
2024-07-31,Phone,Ankara,Fatma Özkan,6,1327.2682107226117,0.2976399949022017,5593.320643495675
2023-07-05,Tablet,Antalya,Fatma Özkan,3,1264.7848379487914,0.18946806602775615,3075.445502284215
2024-06-03,Monitor,Ankara,Fatma Özkan,14,1944.2204333811972,0.054293085812846927,25741.27789173558
2024-07-06,Tablet,Bursa,Can Arslan,15,1206.1908796719747,0.17382446980305022,14947.880842975783
2023-03-25,Mouse,İstanbul,Mehmet Kaya,2,1723.0731951492762,0.0027091212388650754,3436.8103619203566
2024-03-24,Monitor,Bursa,Can Arslan,15,507.61437461002464,0.26511290089822576,5595.5888282928345
2024-09-21,Tablet,Ankara,Can Arslan,10,1355.3112828457547,0.043726970473425504,12960.476263984578
2023-05-13,Monitor,İzmir,Fatma Özkan,1,542.4291750470675,0.10777522437487366,483.9687489988922
2023-10-11,Laptop,İzmir,Can Arslan,15,1344.4188288625198,0.14238926272494415,17294.820345408792
2024-05-11,Monitor,Bursa,Fatma Özkan,18,1974.051311696465,0.03689124255888802,34222.06990679364
2023-10-20,Monitor,Ankara,Can Arslan,1,288.11433231955226,0.1356597084850306,249.02882598672258
2023-02-28,Headphones,İstanbul,Ali Yılmaz,19,131.0670751482646,0.04450296028862666,2379.4498438481037
2024-11-23,Mouse,İzmir,Mehmet Kaya,2,680.1047812870431,0.2919293244211039,963.1245039007081
2023-02-08,Phone,İzmir,Ayşe Demir,12,1087.8777282112833,0.03772245354199465,12562.08373379355
2024-09-29,Headphones,Bursa,Ayşe Demir,10,1479.1528907656166,0.04871456839869626,14070.965960962856
2023-12-07,Laptop,Antalya,Can Arslan,15,395.44208942240255,0.20778778566784936,4699.110799521808
2023-11-07,Phone,Ankara,Mehmet Kaya,10,84.15618218102136,0.07324418712671228,779.9223102548493
2024-06-21,Phone,İstanbul,Fatma Özkan,8,1601.2452248079862,0.2756033390980513,9279.493553088763
2023-01-01,Keyboard,Antalya,Can Arslan,9,257.8564091005819,0.1973535913809108,1862.7076863359703
2024-12-04,Tablet,İstanbul,Ali Yılmaz,9,1987.0070278493256,0.22572832878467175,13846.349269525495
2024-08-11,Phone,İstanbul,Mehmet Kaya,4,1318.4977131938458,0.22955725936673538,4063.3079666870344
2024-10-05,Tablet,İzmir,Ayşe Demir,18,1761.8877601305887,0.09515871502961958,28696.118127302652
2023-12-31,Keyboard,İstanbul,Ali Yılmaz,15,1278.9070592418311,0.18294954164960836,15673.973984116345
2023-05-23,Headphones,İzmir,Fatma Özkan,1,513.2110552049385,0.11197553748880203,455.7439714531702
2023-04-12,Mouse,İzmir,Mehmet Kaya,8,1353.0149571822817,0.18584710380288436,8812.488367903768
